record,date,locat,elev,temp,duration,spp,genus,family,pond.size,f.per.h
635,7/22/24,ranger,2823,16.1,6.37,amem,Cordulia,Cords,2279.38,68
636,7/22/24,ranger,2823,16.1,3.66,amem,Cordulia,Cords,2279.38,68
637,7/22/24,ranger,2823,16.1,2.94,amem,Cordulia,Cords,2279.38,68
638,7/22/24,ranger,2823,16.1,0.88,amem,Cordulia,Cords,2279.38,68
639,7/22/24,ranger,2823,16.1,1.41,amem,Cordulia,Cords,2279.38,68
640,7/22/24,ranger,2823,16.1,2.12,amem,Cordulia,Cords,2279.38,68
641,7/22/24,ranger,2823,16.1,1.41,belt,Leucorrhinia,Libs,2279.38,68
642,7/22/24,ranger,2823,16.1,0.75,amem,Cordulia,Cords,2279.38,68
643,7/22/24,ranger,2823,16.1,4.65,amem,Cordulia,Cords,2279.38,68
644,7/22/24,ranger,2823,16.1,8.25,amem,Cordulia,Cords,2279.38,68
645,7/22/24,ranger,2823,16.1,1.66,amem,Cordulia,Cords,2279.38,68
646,7/22/24,ranger,2823,16.1,6.41,amem,Cordulia,Cords,2279.38,68
647,7/22/24,ranger,2823,16.1,1.66,amem,Cordulia,Cords,2279.38,68
648,7/22/24,ranger,2823,16.1,0.59,amem,Cordulia,Cords,2279.38,68
649,7/22/24,ranger,2823,16.1,1.44,amem,Cordulia,Cords,2279.38,68
650,7/22/24,ranger,2823,16.1,0.46,belt,Leucorrhinia,Libs,2279.38,68
651,7/22/24,ranger,2823,16.1,0.44,belt,Leucorrhinia,Libs,2279.38,68
652,7/22/24,ranger,2823,16.1,1.78,belt,Leucorrhinia,Libs,2279.38,68
653,7/22/24,ranger,2823,16.1,1.03,belt,Leucorrhinia,Libs,2279.38,68
654,7/22/24,ranger,2823,16.1,1.25,belt,Leucorrhinia,Libs,2279.38,68
655,7/22/24,ranger,2823,16.1,1.28,belt,Leucorrhinia,Libs,2279.38,68
656,7/22/24,ranger,2823,16.1,0.53,belt,Leucorrhinia,Libs,2279.38,68
657,7/22/24,ranger,2823,16.1,1.81,belt,Leucorrhinia,Libs,2279.38,68
658,7/22/24,ranger,2823,16.1,1.16,amem,Cordulia,Cords,2279.38,68
659,7/22/24,ranger,2823,16.1,0.84,belt,Leucorrhinia,Libs,2279.38,68
660,7/22/24,ranger,2823,16.1,1.15,belt,Leucorrhinia,Libs,2279.38,68
661,7/22/24,ranger,2823,16.1,0.78,belt,Leucorrhinia,Libs,2279.38,68
662,7/22/24,ranger,2823,16.1,1.38,belt,Leucorrhinia,Libs,2279.38,68
663,7/22/24,ranger,2823,16.1,3.34,amem,Cordulia,Cords,2279.38,68
664,7/22/24,ranger,2823,16.1,4.72,amem,Cordulia,Cords,2279.38,68
665,7/22/24,ranger,2823,16.1,2.53,amem,Cordulia,Cords,2279.38,68
666,7/22/24,ranger,2823,16.1,3.84,amem,Cordulia,Cords,2279.38,68
667,7/22/24,ranger,2823,16.1,1.97,amem,Cordulia,Cords,2279.38,68
668,7/22/24,ranger,2823,16.1,5.12,amem,Cordulia,Cords,2279.38,68
669,7/22/24,ranger,2823,16.1,2.02,amem,Cordulia,Cords,2279.38,68
670,7/22/24,ranger,2823,16.1,4.25,amem,Cordulia,Cords,2279.38,68
671,7/22/24,ranger,2823,16.1,2.55,amem,Cordulia,Cords,2279.38,68
672,7/22/24,ranger,2823,16.1,1.66,amem,Cordulia,Cords,2279.38,68
673,7/22/24,ranger,2823,16.1,2.5,amem,Cordulia,Cords,2279.38,68
674,7/22/24,ranger,2823,16.1,1.56,amem,Cordulia,Cords,2279.38,68
675,7/22/24,ranger,2823,16.1,1.57,amem,Cordulia,Cords,2279.38,68
676,7/22/24,ranger,2823,16.1,2.9,amem,Cordulia,Cords,2279.38,68
677,7/22/24,ranger,2823,16.1,1.31,amem,Cordulia,Cords,2279.38,68
678,7/25/24,rainbow 1,3097,23.3,1.87,lq,Libellula,Libs,303.56,80
679,7/25/24,rainbow 1,3097,23.3,1.6,lq,Libellula,Libs,303.56,80
680,7/25/24,rainbow 1,3097,23.3,1.93,lq,Libellula,Libs,303.56,80
681,7/25/24,rainbow 1,3097,23.3,1.56,lq,Libellula,Libs,303.56,80
682,7/25/24,rainbow 1,3097,23.3,3.22,lpull,Libellula,Libs,303.56,80
683,7/25/24,rainbow 1,3097,23.3,2.06,lq,Libellula,Libs,303.56,80
684,7/25/24,rainbow 1,3097,23.3,9.87,hud,Somatochlora,Cords,303.56,80
685,7/25/24,rainbow 1,3097,23.3,1.15,lq,Libellula,Libs,303.56,80
686,7/25/24,rainbow 1,3097,23.3,0.87,hud,Somatochlora,Cords,303.56,80
687,7/25/24,rainbow 1,3097,23.3,1.22,lq,Libellula,Libs,303.56,80
688,7/25/24,rainbow 1,3097,23.3,7.28,lq,Libellula,Libs,303.56,80
689,7/25/24,rainbow 1,3097,23.3,0.97,hud,Somatochlora,Cords,303.56,80
690,7/25/24,rainbow 1,3097,23.3,0.88,hud,Somatochlora,Cords,303.56,80
691,7/25/24,rainbow 1,3097,23.3,6.22,hud,Somatochlora,Cords,303.56,80
692,7/25/24,rainbow 1,3097,23.3,4.12,hud,Somatochlora,Cords,303.56,80
693,7/25/24,rainbow 1,3097,23.3,3.47,hud,Somatochlora,Cords,303.56,80
694,7/25/24,rainbow 1,3097,23.3,3.78,hud,Somatochlora,Cords,303.56,80
695,7/25/24,rainbow 1,3097,23.3,0.81,hud,Somatochlora,Cords,303.56,80
696,7/25/24,rainbow 1,3097,23.3,3,hud,Somatochlora,Cords,303.56,80
697,7/25/24,rainbow 1,3097,23.3,1.31,hud,Somatochlora,Cords,303.56,80
698,7/25/24,rainbow 1,3097,23.3,2.71,hud,Somatochlora,Cords,303.56,80
699,7/25/24,rainbow 1,3097,23.3,2.31,lpull,Libellula,Libs,303.56,80
700,7/25/24,rainbow 1,3097,23.3,2.75,hud,Somatochlora,Cords,303.56,80
701,7/25/24,rainbow 1,3097,23.3,2.3,lpull,Libellula,Libs,303.56,80
702,7/25/24,rainbow 1,3097,23.3,0.56,hud,Somatochlora,Cords,303.56,80
703,7/25/24,rainbow 1,3097,23.3,3.22,lq,Libellula,Libs,303.56,80
704,7/25/24,rainbow 1,3097,23.3,2.47,lq,Libellula,Libs,303.56,80
705,7/25/24,rainbow 1,3097,23.3,1.31,hud,Somatochlora,Cords,303.56,80
706,7/25/24,rainbow 1,3097,23.3,3.15,hud,Somatochlora,Cords,303.56,80
707,7/25/24,rainbow 1,3097,23.3,2,erem,Aeshna,Aeshnids,303.56,80
708,7/25/24,rainbow 1,3097,23.3,6.84,hud,Somatochlora,Cords,303.56,80
709,7/25/24,rainbow 1,3097,23.3,1.5,hud,Somatochlora,Cords,303.56,80
710,7/25/24,rainbow 1,3097,23.3,3,hud,Somatochlora,Cords,303.56,80
711,7/25/24,rainbow 1,3097,23.3,1.56,lq,Libellula,Libs,303.56,80
712,7/25/24,rainbow 1,3097,23.3,0.66,hud,Somatochlora,Cords,303.56,80
713,7/25/24,rainbow 1,3097,23.3,1.15,hud,Somatochlora,Cords,303.56,80
714,7/25/24,rainbow 1,3097,23.3,2.56,hud,Somatochlora,Cords,303.56,80
715,7/25/24,rainbow 1,3097,23.3,2.81,hud,Somatochlora,Cords,303.56,80
716,7/25/24,rainbow 1,3097,23.3,0.91,hud,Somatochlora,Cords,303.56,80
717,7/25/24,rainbow 1,3097,23.3,3.32,hud,Somatochlora,Cords,303.56,80
718,7/25/24,rainbow 2,3108,21.7,1.79,hud,Somatochlora,Cords,308.32,40
719,7/25/24,rainbow 2,3108,21.7,1.88,hud,Somatochlora,Cords,308.32,40
720,7/25/24,rainbow 2,3108,21.7,7.09,hud,Somatochlora,Cords,308.32,40
721,7/25/24,rainbow 2,3108,21.7,1.72,hud,Somatochlora,Cords,308.32,40
722,7/25/24,rainbow 2,3108,21.7,3.93,hud,Somatochlora,Cords,308.32,40
723,7/25/24,rainbow 2,3108,21.7,3.66,hud,Somatochlora,Cords,308.32,40
724,7/25/24,rainbow 2,3108,21.7,1,hud,Somatochlora,Cords,308.32,40
725,7/25/24,rainbow 2,3108,21.7,3.12,hud,Somatochlora,Cords,308.32,40
726,7/25/24,rainbow 2,3108,21.7,1.34,hud,Somatochlora,Cords,308.32,40
727,7/25/24,rainbow 2,3108,21.7,1.13,erem,Aeshna,Aeshnids,308.32,40
728,7/25/24,rainbow 2,3108,21.7,9.84,hud,Somatochlora,Cords,308.32,40
729,7/25/24,rainbow 2,3108,21.7,2.66,hud,Somatochlora,Cords,308.32,40
730,7/25/24,rainbow 2,3108,21.7,1.44,hud,Somatochlora,Cords,308.32,40
731,7/25/24,rainbow 2,3108,21.7,1.34,palm,Aeshna,Aeshnids,308.32,40
732,7/25/24,rainbow 2,3108,21.7,2.62,hud,Somatochlora,Cords,308.32,40
733,7/25/24,rainbow 2,3108,21.7,1.06,hud,Somatochlora,Cords,308.32,40
734,7/25/24,rainbow 2,3108,21.7,1.28,hud,Somatochlora,Cords,308.32,40
735,7/25/24,rainbow 2,3108,21.7,0.88,erem,Aeshna,Aeshnids,308.32,40
736,7/25/24,rainbow 2,3108,21.7,0.62,hud,Somatochlora,Cords,308.32,40
737,7/25/24,rainbow 2,3108,21.7,0.84,hud,Somatochlora,Cords,308.32,40
738,7/29/24,pine valley,2089,28.3,7.69,junc,Aeshna,Aeshnids,843.15,51
739,7/29/24,pine valley,2089,28.3,5.18,lq,Libellula,Libs,843.15,51
740,7/29/24,pine valley,2089,28.3,7.43,lq,Libellula,Libs,843.15,51
741,7/29/24,pine valley,2089,28.3,7.1,junc,Aeshna,Aeshnids,843.15,51
742,7/29/24,pine valley,2089,28.3,3.68,junc,Aeshna,Aeshnids,843.15,51
743,7/29/24,pine valley,2089,28.3,4,junc,Aeshna,Aeshnids,843.15,51
744,7/29/24,pine valley,2089,28.3,4.47,junc,Aeshna,Aeshnids,843.15,51
745,7/29/24,pine valley,2089,28.3,7.28,junc,Aeshna,Aeshnids,843.15,51
746,7/29/24,pine valley,2089,28.3,8.12,junc,Aeshna,Aeshnids,843.15,51
747,7/29/24,pine valley,2089,28.3,6.56,junc,Aeshna,Aeshnids,843.15,51
748,7/29/24,pine valley,2089,28.3,8,lq,Libellula,Libs,843.15,51
749,7/29/24,pine valley,2089,28.3,15.04,lq,Libellula,Libs,843.15,51
750,7/29/24,pine valley,2089,28.3,10.03,lq,Libellula,Libs,843.15,51
751,7/29/24,pine valley,2089,28.3,10.47,lq,Libellula,Libs,843.15,51
752,7/29/24,pine valley,2089,28.3,34.97,lq,Libellula,Libs,843.15,51
753,7/29/24,pine valley,2089,28.3,13.72,lq,Libellula,Libs,843.15,51
754,7/29/24,pine valley,2089,28.3,10.44,lq,Libellula,Libs,843.15,51
755,7/29/24,pine valley,2089,28.3,13.28,lq,Libellula,Libs,843.15,51
756,7/29/24,pine valley,2089,28.3,5.56,lq,Libellula,Libs,843.15,51
757,7/29/24,pine valley,2089,28.3,7.03,lq,Libellula,Libs,843.15,51
758,7/29/24,pine valley,2089,28.3,12.13,lq,Libellula,Libs,843.15,51
759,7/29/24,pine valley,2089,28.3,5.47,junc,Aeshna,Aeshnids,843.15,51
760,7/29/24,pine valley,2089,28.3,6.56,junc,Aeshna,Aeshnids,843.15,51
761,7/29/24,pine valley,2089,28.3,6.39,lq,Libellula,Libs,843.15,51
762,7/29/24,pine valley,2089,28.3,2.81,lq,Libellula,Libs,843.15,51
763,7/29/24,pine valley,2089,28.3,4.97,junc,Aeshna,Aeshnids,843.15,51
764,7/29/24,pine valley,2089,28.3,5.84,junc,Aeshna,Aeshnids,843.15,51
765,7/29/24,pine valley,2089,28.3,3.79,junc,Aeshna,Aeshnids,843.15,51
766,7/29/24,pine valley,2089,28.3,4.63,junc,Aeshna,Aeshnids,843.15,51
767,7/29/24,pine valley,2089,28.3,7.97,lq,Libellula,Libs,843.15,51
768,7/29/24,pine valley,2089,28.3,8.53,lpull,Libellula,Libs,843.15,51
769,7/29/24,pine valley,2089,28.3,9.75,lq,Libellula,Libs,843.15,51
770,7/29/24,pine valley,2089,28.3,3.78,lq,Libellula,Libs,843.15,51
771,7/29/24,pine valley,2089,28.3,4.68,lq,Libellula,Libs,843.15,51
772,7/29/24,pine valley,2089,28.3,6.03,ply,Plathemis,Libs,843.15,51
773,7/29/24,pine valley,2089,28.3,18.28,lq,Libellula,Libs,843.15,51
774,7/29/24,pine valley,2089,28.3,2.16,lq,Libellula,Libs,843.15,51
775,7/29/24,pine valley,2089,28.3,5.94,lq,Libellula,Libs,843.15,51
776,7/29/24,pine valley,2089,28.3,5.44,ply,Plathemis,Libs,843.15,51
777,7/29/24,pine valley,2089,28.3,9.75,lq,Libellula,Libs,843.15,51
778,7/29/24,pine valley,2089,28.3,9.5,lq,Libellula,Libs,843.15,51
779,7/29/24,pine valley,2089,28.3,5.46,lq,Libellula,Libs,843.15,51
780,7/29/24,pine valley,2089,28.3,5.75,lq,Libellula,Libs,843.15,51
781,7/29/24,pine valley,2089,28.3,7.63,lpull,Libellula,Libs,843.15,51
782,7/29/24,pine valley,2089,28.3,7.25,lq,Libellula,Libs,843.15,51
783,7/29/24,pine valley,2089,28.3,8.47,lq,Libellula,Libs,843.15,51
784,7/29/24,pine valley,2089,28.3,6.75,lq,Libellula,Libs,843.15,51
785,7/29/24,pine valley,2089,28.3,7.56,lq,Libellula,Libs,843.15,51
786,7/29/24,pine valley,2089,28.3,11.47,lq,Libellula,Libs,843.15,51
787,7/29/24,pine valley,2089,28.3,4.06,lq,Libellula,Libs,843.15,51
788,7/29/24,pine valley,2089,28.3,9.59,lq,Libellula,Libs,843.15,51
789,7/29/24,echo,3237,21.1,2.4,palm,Aeshna,Aeshnids,1258.94,80
790,7/29/24,echo,3237,21.1,1.46,palm,Aeshna,Aeshnids,1258.94,80
791,7/29/24,echo,3237,21.1,2.75,palm,Aeshna,Aeshnids,1258.94,80
792,7/29/24,echo,3237,21.1,10.31,palm,Aeshna,Aeshnids,1258.94,80
793,7/29/24,echo,3237,21.1,1.94,palm,Aeshna,Aeshnids,1258.94,80
794,7/29/24,echo,3237,21.1,2.91,palm,Aeshna,Aeshnids,1258.94,80
795,7/29/24,echo,3237,21.1,1.97,palm,Aeshna,Aeshnids,1258.94,80
796,7/29/24,echo,3237,21.1,3.57,palm,Aeshna,Aeshnids,1258.94,80
797,7/29/24,echo,3237,21.1,1.5,palm,Aeshna,Aeshnids,1258.94,80
798,7/29/24,echo,3237,21.1,2.22,palm,Aeshna,Aeshnids,1258.94,80
799,7/29/24,echo,3237,21.1,1.13,palm,Aeshna,Aeshnids,1258.94,80
800,7/29/24,echo,3237,21.1,2.31,palm,Aeshna,Aeshnids,1258.94,80
801,7/29/24,echo,3237,21.1,4.35,palm,Aeshna,Aeshnids,1258.94,80
802,7/29/24,echo,3237,21.1,1.34,palm,Aeshna,Aeshnids,1258.94,80
803,7/29/24,echo,3237,21.1,1.5,palm,Aeshna,Aeshnids,1258.94,80
804,7/29/24,echo,3237,21.1,0.79,palm,Aeshna,Aeshnids,1258.94,80
805,7/29/24,echo,3237,21.1,2.03,palm,Aeshna,Aeshnids,1258.94,80
806,7/29/24,echo,3237,21.1,1.52,palm,Aeshna,Aeshnids,1258.94,80
807,7/29/24,echo,3237,21.1,2.28,palm,Aeshna,Aeshnids,1258.94,80
808,7/29/24,echo,3237,21.1,1.97,palm,Aeshna,Aeshnids,1258.94,80
809,7/29/24,echo,3237,21.1,3.22,palm,Aeshna,Aeshnids,1258.94,80
810,7/29/24,echo,3237,21.1,3.97,palm,Aeshna,Aeshnids,1258.94,80
811,7/29/24,echo,3237,21.1,4.63,palm,Aeshna,Aeshnids,1258.94,80
812,7/29/24,echo,3237,21.1,2,palm,Aeshna,Aeshnids,1258.94,80
813,7/29/24,echo,3237,21.1,0.93,palm,Aeshna,Aeshnids,1258.94,80
814,7/29/24,echo,3237,21.1,2.22,palm,Aeshna,Aeshnids,1258.94,80
815,7/29/24,echo,3237,21.1,1.38,palm,Aeshna,Aeshnids,1258.94,80
816,7/29/24,echo,3237,21.1,5.22,palm,Aeshna,Aeshnids,1258.94,80
817,7/29/24,echo,3237,21.1,0.9,palm,Aeshna,Aeshnids,1258.94,80
818,7/29/24,echo,3237,21.1,4.09,palm,Aeshna,Aeshnids,1258.94,80
819,7/29/24,echo,3237,21.1,2.39,palm,Aeshna,Aeshnids,1258.94,80
820,7/29/24,echo,3237,21.1,1.13,palm,Aeshna,Aeshnids,1258.94,80
821,7/29/24,echo,3237,21.1,2.53,palm,Aeshna,Aeshnids,1258.94,80
822,7/29/24,echo,3237,21.1,1.72,palm,Aeshna,Aeshnids,1258.94,80
823,7/29/24,echo,3237,21.1,3.78,palm,Aeshna,Aeshnids,1258.94,80
824,7/29/24,echo,3237,21.1,3.47,palm,Aeshna,Aeshnids,1258.94,80
825,7/29/24,echo,3237,21.1,3.66,palm,Aeshna,Aeshnids,1258.94,80
826,7/29/24,echo,3237,21.1,1.79,palm,Aeshna,Aeshnids,1258.94,80
827,7/29/24,echo,3237,21.1,1.53,palm,Aeshna,Aeshnids,1258.94,80
828,7/29/24,echo,3237,21.1,4.69,palm,Aeshna,Aeshnids,1258.94,80
829,8/5/24,beaver pond,2479,24.4,7.18,lq,Libellula,Libs,168.8,96
830,8/5/24,beaver pond,2479,24.4,3.37,lq,Libellula,Libs,168.8,96
831,8/5/24,beaver pond,2479,24.4,3.61,palm,Aeshna,Aeshnids,168.8,96
832,8/5/24,beaver pond,2479,24.4,2,lq,Libellula,Libs,168.8,96
833,8/5/24,beaver pond,2479,24.4,3.78,palm,Aeshna,Aeshnids,168.8,96
834,8/5/24,beaver pond,2479,24.4,4.32,lq,Libellula,Libs,168.8,96
835,8/5/24,beaver pond,2479,24.4,2.87,palm,Aeshna,Aeshnids,168.8,96
836,8/5/24,beaver pond,2479,24.4,1.31,palm,Aeshna,Aeshnids,168.8,96
837,8/5/24,beaver pond,2479,24.4,2.13,palm,Aeshna,Aeshnids,168.8,96
838,8/5/24,beaver pond,2479,24.4,4.75,lq,Libellula,Libs,168.8,96
839,8/5/24,beaver pond,2479,24.4,3.78,lq,Libellula,Libs,168.8,96
840,8/5/24,beaver pond,2479,24.4,1.21,lq,Libellula,Libs,168.8,96
841,8/5/24,beaver pond,2479,24.4,1.25,lq,Libellula,Libs,168.8,96
842,8/5/24,beaver pond,2479,24.4,2.03,lq,Libellula,Libs,168.8,96
843,8/5/24,beaver pond,2479,24.4,5.19,palm,Aeshna,Aeshnids,168.8,96
844,8/5/24,beaver pond,2479,24.4,3.44,lq,Libellula,Libs,168.8,96
845,8/5/24,beaver pond,2479,24.4,1.4,lq,Libellula,Libs,168.8,96
846,8/5/24,beaver pond,2479,24.4,1.81,lq,Libellula,Libs,168.8,96
847,8/5/24,beaver pond,2479,24.4,3.75,lq,Libellula,Libs,168.8,96
848,8/5/24,beaver pond,2479,24.4,2,lq,Libellula,Libs,168.8,96
849,8/5/24,beaver pond,2479,24.4,2.97,lq,Libellula,Libs,168.8,96
850,8/5/24,beaver pond,2479,24.4,10.62,lq,Libellula,Libs,168.8,96
851,8/5/24,beaver pond,2479,24.4,7.19,ply,Plathemis,Libs,168.8,96
852,8/5/24,beaver pond,2479,24.4,2.78,lq,Libellula,Libs,168.8,96
853,8/5/24,beaver pond,2479,24.4,2.97,lq,Libellula,Libs,168.8,96
854,8/5/24,beaver pond,2479,24.4,2.34,lq,Libellula,Libs,168.8,96
855,8/5/24,beaver pond,2479,24.4,6.65,lq,Libellula,Libs,168.8,96
856,8/5/24,beaver pond,2479,24.4,2.5,lq,Libellula,Libs,168.8,96
857,8/5/24,beaver pond,2479,24.4,3.59,lq,Libellula,Libs,168.8,96
858,8/5/24,beaver pond,2479,24.4,5.63,lq,Libellula,Libs,168.8,96
859,8/5/24,beaver pond,2479,24.4,2,lq,Libellula,Libs,168.8,96
860,8/5/24,beaver pond,2479,24.4,3.12,lq,Libellula,Libs,168.8,96
861,8/5/24,beaver pond,2479,24.4,4.56,lpull,Libellula,Libs,168.8,96
862,8/5/24,beaver pond,2479,24.4,6.38,lpull,Libellula,Libs,168.8,96
863,8/5/24,beaver pond,2479,24.4,1.31,palm,Aeshna,Aeshnids,168.8,96
864,8/5/24,beaver pond,2479,24.4,4.5,palm,Aeshna,Aeshnids,168.8,96
865,8/5/24,beaver pond,2479,24.4,2.91,palm,Aeshna,Aeshnids,168.8,96
866,8/5/24,beaver pond,2479,24.4,2.47,palm,Aeshna,Aeshnids,168.8,96
867,8/5/24,beaver pond,2479,24.4,5.98,palm,Aeshna,Aeshnids,168.8,96
868,8/5/24,beaver pond,2479,24.4,2.56,palm,Aeshna,Aeshnids,168.8,96
869,8/5/24,beaver pond,2479,24.4,3.75,palm,Aeshna,Aeshnids,168.8,96
870,8/5/24,beaver pond,2479,24.4,6.03,palm,Aeshna,Aeshnids,168.8,96
871,8/5/24,beaver pond,2479,24.4,4.06,lq,Libellula,Libs,168.8,96
872,8/5/24,beaver pond,2479,24.4,6.06,palm,Aeshna,Aeshnids,168.8,96
873,8/5/24,beaver pond,2479,24.4,2.15,palm,Aeshna,Aeshnids,168.8,96
874,8/5/24,beaver pond,2479,24.4,2.87,lq,Libellula,Libs,168.8,96
875,8/5/24,beaver pond,2479,24.4,0.85,palm,Aeshna,Aeshnids,168.8,96
876,8/5/24,beaver pond,2479,24.4,2.19,lq,Libellula,Libs,168.8,96
877,8/5/24,beaver pond,2479,24.4,1.91,palm,Aeshna,Aeshnids,168.8,96
878,8/5/24,beaver pond,2479,24.4,3.4,palm,Aeshna,Aeshnids,168.8,96
879,8/5/24,beaver pond,2479,24.4,1.34,lq,Libellula,Libs,168.8,96
880,8/5/24,beaver pond,2479,24.4,2.41,lpull,Libellula,Libs,168.8,96
881,8/5/24,beaver pond,2479,24.4,3.69,lpull,Libellula,Libs,168.8,96
882,8/5/24,beaver pond,2479,24.4,3.76,palm,Aeshna,Aeshnids,168.8,96
883,8/5/24,beaver pond,2479,24.4,2.19,lq,Libellula,Libs,168.8,96
884,8/5/24,beaver pond,2479,24.4,2.15,lq,Libellula,Libs,168.8,96
885,8/5/24,beaver pond,2479,24.4,2.38,lq,Libellula,Libs,168.8,96
886,8/5/24,beaver pond,2479,24.4,3.72,lpull,Libellula,Libs,168.8,96
887,8/5/24,beaver pond,2479,24.4,6.47,palm,Aeshna,Aeshnids,168.8,96
888,8/5/24,beaver pond,2479,24.4,4.15,lq,Libellula,Libs,168.8,96
889,8/5/24,beaver pond,2479,24.4,3.72,palm,Aeshna,Aeshnids,168.8,96
890,8/5/24,beaver pond,2479,24.4,2.1,lq,Libellula,Libs,168.8,96
891,8/5/24,beaver pond,2479,24.4,8.5,palm,Aeshna,Aeshnids,168.8,96
892,8/5/24,beaver pond,2479,24.4,5.51,lq,Libellula,Libs,168.8,96
893,8/5/24,beaver pond,2479,24.4,1.32,lq,Libellula,Libs,168.8,96
894,8/5/24,beaver pond,2479,24.4,2.87,palm,Aeshna,Aeshnids,168.8,96
895,8/5/24,beaver pond,2479,24.4,3.22,palm,Aeshna,Aeshnids,168.8,96
896,8/5/24,beaver pond,2479,24.4,7.12,lpull,Libellula,Libs,168.8,96
897,8/5/24,beaver pond,2479,24.4,6.94,lq,Libellula,Libs,168.8,96
898,8/5/24,beaver pond,2479,24.4,1.53,palm,Aeshna,Aeshnids,168.8,96
899,8/5/24,beaver pond,2479,24.4,6.72,palm,Aeshna,Aeshnids,168.8,96
900,8/5/24,beaver pond,2479,24.4,4.56,ply,Plathemis,Libs,168.8,96
901,8/5/24,beaver pond,2479,24.4,2.44,lq,Libellula,Libs,168.8,96
902,8/5/24,beaver pond,2479,24.4,3.06,lq,Libellula,Libs,168.8,96
903,8/5/24,beaver pond,2479,24.4,2.88,lq,Libellula,Libs,168.8,96
904,8/5/24,beaver pond,2479,24.4,2.9,palm,Aeshna,Aeshnids,168.8,96
905,8/5/24,beaver pond,2479,24.4,2.84,palm,Aeshna,Aeshnids,168.8,96
906,8/5/24,beaver pond,2479,24.4,3.25,palm,Aeshna,Aeshnids,168.8,96
907,8/5/24,beaver pond,2479,24.4,3.62,lpull,Libellula,Libs,168.8,96
908,8/5/24,beaver pond,2479,24.4,4.5,palm,Aeshna,Aeshnids,168.8,96
909,8/5/24,beaver pond,2479,24.4,4.44,palm,Aeshna,Aeshnids,168.8,96
910,8/5/24,beaver pond,2479,24.4,2.09,lq,Libellula,Libs,168.8,96
911,8/5/24,beaver pond,2479,24.4,4.47,palm,Aeshna,Aeshnids,168.8,96
912,8/5/24,beaver pond,2479,24.4,4.37,palm,Aeshna,Aeshnids,168.8,96
913,8/5/24,beaver pond,2479,24.4,4.4,palm,Aeshna,Aeshnids,168.8,96
914,8/5/24,beaver pond,2479,24.4,2.16,palm,Aeshna,Aeshnids,168.8,96
915,8/5/24,beaver pond,2479,24.4,2.93,palm,Aeshna,Aeshnids,168.8,96
916,8/5/24,beaver pond,2479,24.4,3.79,palm,Aeshna,Aeshnids,168.8,96
917,8/5/24,beaver pond,2479,24.4,6.25,palm,Aeshna,Aeshnids,168.8,96
918,8/5/24,beaver pond,2479,24.4,6.44,lq,Libellula,Libs,168.8,96
919,8/5/24,beaver pond,2479,24.4,3.06,palm,Aeshna,Aeshnids,168.8,96
920,8/5/24,beaver pond,2479,24.4,1.78,lq,Libellula,Libs,168.8,96
921,8/5/24,beaver pond,2479,24.4,1.04,palm,Aeshna,Aeshnids,168.8,96
922,8/5/24,beaver pond,2479,24.4,2.56,palm,Aeshna,Aeshnids,168.8,96
923,8/5/24,beaver pond,2479,24.4,5.53,lq,Libellula,Libs,168.8,96
924,8/5/24,beaver pond,2479,24.4,2.68,lq,Libellula,Libs,168.8,96
925,8/5/24,beaver pond,2479,24.4,2.88,lq,Libellula,Libs,168.8,96
926,8/5/24,beaver pond,2479,24.4,7.87,ply,Plathemis,Libs,168.8,96
927,8/5/24,beaver pond,2479,24.4,3.88,lq,Libellula,Libs,168.8,96
928,8/5/24,beaver pond,2479,24.4,4.22,palm,Aeshna,Aeshnids,168.8,96
929,8/5/24,beaver pond,2479,24.4,3.59,lq,Libellula,Libs,168.8,96
930,8/5/24,beaver pond,2479,24.4,3.6,palm,Aeshna,Aeshnids,168.8,96
931,8/5/24,beaver pond,2479,24.4,3.03,lq,Libellula,Libs,168.8,96
932,8/5/24,beaver pond,2479,24.4,3.91,lq,Libellula,Libs,168.8,96
933,8/5/24,beaver pond,2479,24.4,1.91,palm,Aeshna,Aeshnids,168.8,96
934,8/5/24,beaver pond,2479,24.4,4.63,palm,Aeshna,Aeshnids,168.8,96
935,8/5/24,beaver pond,2479,24.4,4.6,lq,Libellula,Libs,168.8,96
936,8/5/24,beaver pond,2479,24.4,3.56,palm,Aeshna,Aeshnids,168.8,96
937,8/5/24,beaver pond,2479,24.4,10.28,lq,Libellula,Libs,168.8,96
938,8/5/24,beaver pond,2479,24.4,2.1,palm,Aeshna,Aeshnids,168.8,96
939,8/5/24,beaver pond,2479,24.4,2.03,palm,Aeshna,Aeshnids,168.8,96
940,8/5/24,beaver pond,2479,24.4,3.09,palm,Aeshna,Aeshnids,168.8,96
941,8/5/24,beaver pond,2479,24.4,3.97,palm,Aeshna,Aeshnids,168.8,96
942,8/5/24,beaver pond,2479,24.4,4.71,palm,Aeshna,Aeshnids,168.8,96
943,8/5/24,beaver pond,2479,24.4,3.44,palm,Aeshna,Aeshnids,168.8,96
944,8/5/24,beaver pond,2479,24.4,4.03,palm,Aeshna,Aeshnids,168.8,96
945,8/5/24,beaver pond,2479,24.4,1.65,palm,Aeshna,Aeshnids,168.8,96
946,8/5/24,beaver pond,2479,24.4,2.81,palm,Aeshna,Aeshnids,168.8,96
947,8/5/24,beaver pond,2479,24.4,3.65,lpull,Libellula,Libs,168.8,96
